日期,代码,名称,价格
2026-05-20,301278,快可电子,40.54
2026-05-20,301279,金道科技,28.04
2026-05-20,301280,珠城科技,50.09
2026-05-20,301281,科源制药,37.84
2026-05-20,301282,金禄电子,27.18
2026-05-20,301283,聚胶股份,48.75
2026-05-20,301285,鸿日达,117.98
2026-05-20,301286,侨源股份,63.20
2026-05-20,301288,清研环境,19.70
2026-05-20,301289,国缆检测,55.50
2026-05-20,301290,东星医疗,31.98
2026-05-20,301291,明阳电气,57.84
2026-05-20,301292,海科新源,76.89
2026-05-20,301295,美硕科技,52.86
2026-05-20,301297,富乐德,52.37
2026-05-20,301298,东利机械,16.14
2026-05-20,301299,卓创资讯,59.96
2026-05-20,301300,远翔新材,39.23
2026-05-20,301303,真兰仪表,14.43
2026-05-20,301306,西测测试,144.58
2026-05-20,301307,美利信,65.32
2026-05-20,301308,江波龙,571.50
2026-05-20,301309,万得凯,35.52
2026-05-20,301312,智立方,124.19
2026-05-20,301314,科瑞思,52.32
2026-05-20,301319,唯特偶,133.91
2026-05-20,301322,绿通科技,54.12
2026-05-20,301323,新莱福,83.87
2026-05-20,301325,曼恩斯特,44.35
2026-05-20,301326,捷邦科技,181.31
2026-05-20,301327,华宝新能,61.29
2026-05-20,301328,维峰电子,83.20
2026-05-20,301331,恩威医药,26.51
2026-05-20,301335,天元宠物,23.70
2026-05-20,301336,趣睡科技,56.82
2026-05-20,301337,亚华电子,28.19
2026-05-20,301338,凯格精机,198.30
2026-05-20,301339,通行宝,12.76
2026-05-20,301348,蓝箭电子,30.73
2026-05-20,301349,信德新材,49.83
2026-05-20,301353,普莱得,29.27
2026-05-20,301355,南王科技,12.45
2026-05-20,301356,天振股份,25.60
2026-05-20,301357,北方长龙,102.43
2026-05-20,301358,湖南裕能,94.79
2026-05-20,301359,东南电子,23.95
2026-05-20,301360,荣旗科技,92.92
2026-05-20,301362,民爆光电,206.32
2026-05-20,301366,一博科技,40.00
2026-05-20,301367,瑞迈特,66.29
2026-05-20,301369,联动科技,259.16
2026-05-20,301371,敷尔佳,32.47
2026-05-20,301372,科净源,40.36
2026-05-20,301373,凌玮科技,137.36
2026-05-20,301376,致欧科技,19.08
2026-05-20,301377,鼎泰高科,248.05
2026-05-20,301382,蜂助手,51.06
2026-05-20,301386,未来电器,25.88
2026-05-20,301387,光大同创,111.20
2026-05-20,301389,隆扬电子,73.45
2026-05-20,301390,经纬股份,37.61
2026-05-20,301392,汇成真空,205.00
2026-05-20,301393,昊帆生物,64.62
2026-05-20,301396,宏景科技,321.99
2026-05-20,301398,星源卓镁,45.55
2026-05-20,301399,英特科技,22.26
2026-05-20,301408,华人健康,18.54
2026-05-20,301413,安培龙,137.00
2026-05-20,301418,协昌科技,44.10
2026-05-20,301419,阿莱德,42.90
2026-05-20,301421,波长光电,117.62
2026-05-20,301429,森泰股份,22.63
2026-05-20,301439,泓淋电力,17.30
2026-05-20,301446,福事特,45.82
2026-05-20,301449,天溯计量,71.17
2026-05-20,301458,钧崴电子,43.07
2026-05-20,301469,恒达新材,37.37
2026-05-20,301479,弘景光电,115.69
2026-05-20,301487,盟固利,25.52
2026-05-20,301489,思泉新材,279.99
2026-05-20,301498,乖宝宠物,46.60
2026-05-20,301499,维科精密,37.74
2026-05-20,301500,飞南资源,27.69
2026-05-20,301502,华阳智能,88.90
2026-05-20,301509,金凯生科,33.31
2026-05-20,301511,德福科技,109.60
2026-05-20,301512,智信精密,52.51
2026-05-20,301513,尚水智能,89.93
2026-05-20,301515,港通医疗,23.90
2026-05-20,301517,陕西华达,66.98
2026-05-20,301518,长华化学,35.14
2026-05-20,301519,舜禹股份,15.33
2026-05-20,301520,万邦医药,41.10
2026-05-20,301522,上大股份,32.82
2026-05-20,301525,儒竞科技,77.86
2026-05-20,301526,国际复材,18.78
2026-05-20,301528,多浦乐,71.26
2026-05-20,301529,福赛科技,164.95
2026-05-20,301531,春光集团,103.07
2026-05-20,301536,星宸科技,93.84
2026-05-20,301538,骏鼎达,115.03
2026-05-20,301539,宏鑫科技,17.85
2026-05-20,301548,崇德科技,87.05
2026-05-20,301555,惠柏新材,42.20
2026-05-20,301557,常友科技,117.15
2026-05-20,301559,中集环科,15.85
2026-05-20,301560,众捷汽车,43.12
2026-05-20,301563,云汉芯城,177.40
2026-05-20,301565,中仑新材,22.65
2026-05-20,301566,达利凯普,28.77
2026-05-20,301567,贝隆精密,47.08
2026-05-20,301568,思泰克,61.98
2026-05-20,301571,国科天成,65.14
2026-05-20,301575,艾芬达,47.50
2026-05-20,301577,美信科技,76.11
2026-05-20,301578,辰奕智能,35.80
2026-05-20,301580,爱迪特,62.98
2026-05-20,301581,黄山谷捷,50.18
2026-05-20,301585,蓝宇股份,29.51
2026-05-20,301587,中瑞股份,27.97
2026-05-20,301589,诺瓦星云,190.19
2026-05-20,301590,优优绿能,204.80
2026-05-20,301591,肯特股份,46.18
2026-05-20,301592,六九一二,128.78
2026-05-20,301598,博科测试,66.53
2026-05-20,301599,理奇智能,79.50
2026-05-20,301602,超研股份,17.85
2026-05-20,301603,乔锋智能,141.05
2026-05-20,301606,绿联科技,82.33
2026-05-20,301607,富特科技,56.69
2026-05-20,301608,博实结,66.65
2026-05-20,301611,珂玛科技,124.60
2026-05-20,301613,新铝时代,45.80
2026-05-20,301618,长联科技,53.76
2026-05-20,301622,英思特,56.54
2026-05-20,301626,苏州天脉,291.18
2026-05-20,301628,强达电路,117.96
2026-05-20,301629,矽电股份,427.50
2026-05-20,301630,同宇新材,265.82
2026-05-20,301631,壹连科技,133.91
2026-05-20,301636,泽润新能,58.98
2026-05-20,301658,首航新能,42.88
2026-05-20,301662,宏工科技,169.00
2026-05-20,301666,大普微-UW,NaN
2026-05-20,301667,纳百川,99.21
2026-05-20,301678,新恒汇,63.66
2026-05-20,301680,固德电材,113.64
2026-05-20,301682,宏明电子,156.79
2026-05-20,301683,慧谷新材,141.99
2026-05-20,301687,新广益,60.24
2026-05-20,301696,三瑞智能,160.18
2026-05-20,600000,浦发银行,8.94
2026-05-20,600001,邯郸钢铁,NaN
2026-05-20,600002,齐鲁石化,NaN
2026-05-20,600003,ST东北高,NaN
2026-05-20,600004,白云机场,8.31
2026-05-20,600005,武钢股份,NaN
2026-05-20,600006,东风股份,6.71
2026-05-20,600007,中国国贸,21.07
2026-05-20,600008,首创环保,3.12
2026-05-20,600009,上海机场,25.75
2026-05-20,600010,包钢股份,2.60
2026-05-20,600012,皖通高速,16.06
2026-05-20,600015,华夏银行,6.67
2026-05-20,600016,民生银行,3.56
2026-05-20,600018,上港集团,5.11
2026-05-20,600021,上海电力,18.68
2026-05-20,600026,中远海能,22.64
2026-05-20,600028,中国石化,5.10
2026-05-20,600030,中信证券,26.08
2026-05-20,600031,三一重工,19.40
2026-05-20,600033,福建高速,3.55
2026-05-20,600035,楚天高速,3.84
2026-05-20,600036,招商银行,37.17
2026-05-20,600039,四川路桥,8.09
2026-05-20,600052,东望时代,4.60
2026-05-20,600053,*ST九鼎,10.02
2026-05-20,600054,黄山旅游,11.18
2026-05-20,600055,万东医疗,14.08
2026-05-20,600056,中国医药,9.95
2026-05-20,600057,厦门象屿,6.39
2026-05-20,600059,古越龙山,8.49
2026-05-20,600060,海信视像,24.72
2026-05-20,600065,*ST联谊,NaN
2026-05-20,600068,葛洲坝,NaN
2026-05-20,600069,退市银鸽,NaN
2026-05-20,600070,*ST富润,NaN
2026-05-20,600072,中船科技,13.10
2026-05-20,600074,退市保千,NaN
2026-05-20,600076,康欣新材,4.04
2026-05-20,600077,*ST宋都,NaN
2026-05-20,600083,*ST博信,NaN
2026-05-20,600084,*ST尼雅,5.10
2026-05-20,600085,同仁堂,25.90
2026-05-20,600086,退市金钰,NaN
2026-05-20,600087,退市长油,NaN
2026-05-20,600088,中视传媒,16.10
2026-05-20,600090,退市济堂,NaN
2026-05-20,600091,退市明科,NaN
2026-05-20,600092,S*ST精密,NaN
2026-05-20,600093,退市易见,NaN
2026-05-20,600094,大名城,4.88
2026-05-20,600096,云天化,31.67
2026-05-20,600102,莱钢股份,NaN
2026-05-20,600105,永鼎股份,50.63
2026-05-20,600106,重庆路桥,5.89
2026-05-20,600107,*ST尔雅,6.56
2026-05-20,600109,国金证券,8.86
2026-05-20,600110,诺德股份,9.91
2026-05-20,600111,北方稀土,51.89
2026-05-20,600112,*ST天成,NaN
2026-05-20,600115,中国东航,4.12
2026-05-20,600118,中国卫星,86.36
2026-05-20,600122,*ST宏图,NaN
2026-05-20,600125,铁龙物流,5.90
2026-05-20,600129,太极集团,14.91
2026-05-20,600132,重庆啤酒,53.24
2026-05-20,600135,乐凯胶片,11.09
2026-05-20,600139,*ST西源,NaN
2026-05-20,600141,兴发集团,31.98
2026-05-20,600145,退市新亿,NaN
2026-05-20,600146,退市环球,NaN
2026-05-20,600148,长春一东,18.75
2026-05-20,600150,中国船舶,38.70
2026-05-20,600151,航天机电,15.78
2026-05-20,600152,维科技术,12.75
2026-05-20,600158,中体产业,11.85
2026-05-20,600160,巨化股份,33.05
2026-05-20,600165,ST宁科,3.20
2026-05-20,600169,ST太重,2.32
2026-05-20,600171,上海贝岭,30.27
2026-05-20,600172,黄河旋风,10.70
2026-05-20,600175,退市美都,NaN
2026-05-20,600176,中国巨石,35.11
2026-05-20,600177,雅戈尔,7.48
2026-05-20,600179,安通控股,4.37
2026-05-20,600181,S*ST云大,NaN
2026-05-20,600183,生益科技,100.56
2026-05-20,600184,光电股份,28.20
2026-05-20,600189,泉阳泉,8.88
2026-05-20,600190,退市锦港,NaN
2026-05-20,600191,华资实业,10.92
2026-05-20,600193,*ST创兴,NaN
2026-05-20,600196,复星医药,24.02
2026-05-20,600197,伊力特,12.40
2026-05-20,600199,金种子酒,8.14
2026-05-20,600200,退市苏吴,NaN
2026-05-20,600205,S山东铝,NaN
2026-05-20,600206,有研新材,30.78
2026-05-20,600207,安彩高科,6.34
2026-05-20,600209,退市罗顿,NaN
2026-05-20,600210,紫江企业,6.82
2026-05-20,600211,西藏药业,41.03
2026-05-20,600213,*ST亚星,NaN
2026-05-20,600219,XD南山铝,5.20
2026-05-20,600220,ST阳光,NaN
2026-05-20,600222,太龙药业,7.90
2026-05-20,600225,退市卓朗,NaN
2026-05-20,600226,亨通股份,6.03
2026-05-20,600230,沧州大化,16.81
2026-05-20,600231,凌钢股份,2.09
2026-05-20,600232,金鹰股份,8.36
2026-05-20,600233,圆通速递,19.34
2026-05-20,600235,民丰特纸,6.64
2026-05-20,600237,铜峰电子,9.68
2026-05-20,600238,*ST椰岛,5.31
2026-05-20,600240,退市华业,NaN
2026-05-20,600241,时代万恒,8.72
2026-05-20,600242,退市中昌,NaN
2026-05-20,600246,万通发展,14.21
2026-05-20,600247,*ST成城,NaN
2026-05-20,600253,天方药业,NaN
2026-05-20,600256,广汇能源,6.49
2026-05-20,600259,中稀有色,90.10
2026-05-20,600260,*ST凯乐,NaN
2026-05-20,600263,路桥建设,NaN
2026-05-20,600267,海正药业,10.93
2026-05-20,600270,外运发展,NaN
2026-05-20,600273,嘉化能源,7.99
2026-05-20,600275,退市昌鱼,NaN
2026-05-20,600277,ST亿利,NaN
2026-05-20,600278,东方创业,7.04
2026-05-20,600284,浦东建设,7.34
2026-05-20,600286,S*ST国瓷,NaN
2026-05-20,600290,*ST华仪,NaN
2026-05-20,600291,退市西水,NaN
2026-05-20,600296,S兰铝,NaN
2026-05-20,600297,广汇汽车,NaN
2026-05-20,600298,安琪酵母,36.15
2026-05-20,600302,ST标准,9.69
2026-05-20,600305,恒顺醋业,7.26
2026-05-20,600306,退市商城,NaN
2026-05-20,600309,万华化学,79.00
2026-05-20,600311,*ST荣华,NaN
2026-05-20,600315,上海家化,18.19
2026-05-20,600317,营口港,NaN
2026-05-20,600319,亚星化学,8.01
2026-05-20,600320,振华重工,4.95
2026-05-20,600321,正源股份,NaN
2026-05-20,600326,西藏天路,8.77
2026-05-20,600331,宏达股份,15.80
2026-05-20,600333,长春燃气,6.08
2026-05-20,600336,澳柯玛,8.26
2026-05-20,600337,ST美克,3.12
2026-05-20,600338,西藏珠峰,20.59
2026-05-20,600339,中油工程,4.27
2026-05-20,600340,*ST华幸,1.15
2026-05-20,600345,长江通信,55.43
2026-05-20,600346,恒力石化,19.87
2026-05-20,600348,华阳股份,9.21
2026-05-20,600350,山东高速,11.84
2026-05-20,600352,浙江龙盛,11.53
2026-05-20,600353,旭光电子,23.91
2026-05-20,600355,*ST精伦,NaN
2026-05-20,600356,恒丰纸业,9.46
2026-05-20,600357,承德钒钛,NaN
2026-05-20,600358,国旅联合,6.80
2026-05-20,600361,创新新材,4.40
2026-05-20,600362,江西铜业,44.96
2026-05-20,600366,宁波韵升,13.04
2026-05-20,600377,宁沪高速,12.31
2026-05-20,600378,昊华科技,35.97
2026-05-20,600380,健康元,10.29
2026-05-20,600385,退市金泰,NaN
2026-05-20,600387,退市海越,NaN
2026-05-20,600388,龙净环保,18.68
2026-05-20,600389,江山股份,26.39
2026-05-20,600391,航发科技,43.24
2026-05-20,600392,盛和资源,23.77
2026-05-20,600393,ST粤泰,NaN
2026-05-20,600395,盘江股份,5.41
2026-05-20,600398,海澜之家,6.05
2026-05-20,600400,红豆股份,3.11
2026-05-20,600401,退市海润,NaN
2026-05-20,600409,三友化工,7.36
2026-05-20,600415,小商品城,14.17
2026-05-20,600420,国药现代,9.17
2026-05-20,600421,*ST华嵘,NaN
2026-05-20,600425,青松建化,3.92
2026-05-20,600426,华鲁恒升,32.13
2026-05-20,600428,中远海特,7.96
2026-05-20,600429,三元股份,5.24
2026-05-20,600432,退市吉恩,NaN
2026-05-20,600433,冠豪高新,4.29
2026-05-20,600436,片仔癀,127.50
2026-05-20,600438,通威股份,16.15
2026-05-20,600449,宁夏建材,14.66
2026-05-20,600455,博通股份,29.45
2026-05-20,600456,宝钛股份,33.38
2026-05-20,600458,时代新材,12.30
2026-05-20,600460,士兰微,32.59
2026-05-20,600461,洪城环境,10.52
2026-05-20,600462,退市九有,NaN
2026-05-20,600463,空港股份,10.57
2026-05-20,600466,*ST蓝光,NaN
2026-05-20,600472,包头铝业,NaN
2026-05-20,600479,千金药业,10.21
2026-05-20,600481,双良节能,7.32
2026-05-20,600485,*ST信威,NaN
2026-05-20,600486,扬农化工,63.25
2026-05-20,600487,亨通光电,75.78
2026-05-20,600491,ST龙元,1.39
2026-05-20,600497,驰宏锌锗,9.97
2026-05-20,600498,烽火通信,58.48
2026-05-20,600499,科达制造,17.21
2026-05-20,600500,中化国际,6.15
2026-05-20,600507,方大特钢,4.88
2026-05-20,600510,黑牡丹,9.16
2026-05-20,600511,国药股份,27.32
2026-05-20,600515,海南机场,3.27
2026-05-20,600519,贵州茅台,1315.00
2026-05-20,600520,三佳科技,32.20
2026-05-20,600521,华海药业,16.65
2026-05-20,600522,中天科技,45.41
2026-05-20,600525,ST长园,5.57
2026-05-20,600529,XD山东药,17.36
2026-05-20,600530,交大昂立,7.57
2026-05-20,600532,退市未来,NaN
2026-05-20,600538,国发股份,6.90
2026-05-20,600543,*ST莫高,4.99
2026-05-20,600545,卓郎智能,5.91
2026-05-20,600546,山煤国际,13.57
2026-05-20,600549,厦门钨业,50.89
2026-05-20,600551,时代出版,8.36
2026-05-20,600552,凯盛科技,18.15
2026-05-20,600553,太行水泥,NaN
2026-05-20,600555,退市海创,NaN
2026-05-20,600559,老白干酒,13.30
2026-05-20,600560,金自天正,14.56
2026-05-20,600563,法拉电子,162.36
2026-05-20,600565,ST迪马,NaN
2026-05-20,600566,济川药业,28.74
2026-05-20,600568,ST中珠,2.59
2026-05-20,600573,惠泉啤酒,12.96
2026-05-20,600576,祥源文旅,5.81
2026-05-20,600577,精达股份,14.70
2026-05-20,600582,天地科技,5.46
2026-05-20,600583,海油工程,6.21
2026-05-20,600584,长电科技,66.22
2026-05-20,600585,海螺水泥,20.01
2026-05-20,600589,大位科技,13.38
2026-05-20,600590,泰豪科技,14.75
2026-05-20,600591,*ST上航,NaN
2026-05-20,600593,大连圣亚,34.67
2026-05-20,600595,中孚实业,7.32
2026-05-20,600596,新安股份,12.29
2026-05-20,600598,北大荒,15.76
2026-05-20,600599,*ST熊猫,NaN
2026-05-20,600600,青岛啤酒,61.81
2026-05-20,600603,广汇物流,5.54
2026-05-20,600604,市北高新,5.40
2026-05-20,600607,上实医药,NaN
2026-05-20,600608,*ST沪科,NaN
2026-05-20,600611,大众交通,5.06
2026-05-20,600612,老凤祥,37.18
2026-05-20,600614,退市鹏起,NaN
2026-05-20,600615,鑫源智造,12.25
2026-05-20,600616,金枫酒业,4.76
2026-05-20,600618,氯碱化工,11.65
2026-05-20,600619,海立股份,19.46
2026-05-20,600621,华鑫股份,14.04
2026-05-20,600622,光大嘉宝,2.60
2026-05-20,600623,华谊集团,10.19
2026-05-20,600625,PT水仙,NaN
2026-05-20,600626,申达股份,4.18
2026-05-20,600627,上电股份,NaN
2026-05-20,600629,华建集团,20.51
2026-05-20,600631,百联股份,NaN
2026-05-20,600632,华联商厦,NaN
2026-05-20,600634,退市富控,NaN
2026-05-20,600635,大众公用,5.53
2026-05-20,600636,*ST国化,NaN
2026-05-20,600637,东方明珠,10.52
2026-05-20,600639,浦东金桥,10.07
2026-05-20,600641,先导基电,29.20
2026-05-20,600646,ST国嘉,NaN
2026-05-20,600647,退市同达,NaN
2026-05-20,600648,外高桥,9.85
2026-05-20,600650,锦江在线,12.67
2026-05-20,600651,飞乐音响,7.25
2026-05-20,600652,退市游久,NaN
2026-05-20,600656,退市博元,NaN
2026-05-20,600657,信达地产,2.91
2026-05-20,600659,*ST花雕,NaN
2026-05-20,600665,天地源,3.37
2026-05-20,600667,太极实业,13.69
2026-05-20,600669,*ST鞍成,NaN
2026-05-20,600670,*ST斯达,NaN
2026-05-20,600671,天目药业,19.27
2026-05-20,600672,*ST华圣,NaN
2026-05-20,600673,东阳光,38.46
2026-05-20,600677,*ST航通,NaN
2026-05-20,600678,ST金顶,6.54
2026-05-20,600680,*ST上普,NaN
2026-05-20,600685,中船防务,30.41
2026-05-20,600687,退市刚泰,NaN
2026-05-20,600690,海尔智家,20.88
2026-05-20,600693,东百集团,9.77
2026-05-20,600694,大商股份,17.62
2026-05-20,600695,退市绿庭,NaN
2026-05-20,600696,*ST岩石,NaN
2026-05-20,600700,*ST数码,NaN
2026-05-20,600701,退市工新,NaN
2026-05-20,600702,舍得酒业,41.73
2026-05-20,600703,三安光电,16.75
2026-05-20,600704,物产中大,4.95
2026-05-20,600705,中航产融,NaN
2026-05-20,600707,彩虹股份,10.39
2026-05-20,600709,ST生态,NaN
2026-05-20,600714,金瑞矿业,27.72
2026-05-20,600723,首商股份,NaN
2026-05-20,600724,宁波富达,7.73
2026-05-20,600725,云维股份,4.13
2026-05-20,600732,爱旭股份,13.17
2026-05-20,600734,*ST实达,2.31
2026-05-20,600739,辽宁成大,11.25
2026-05-20,600741,华域汽车,17.29
2026-05-20,600747,退市大控,NaN
2026-05-20,600749,西藏旅游,15.79
2026-05-20,600750,华润江中,22.88
2026-05-20,600751,海航科技,3.69
2026-05-20,600752,*ST哈慈,NaN
2026-05-20,600753,*ST海钦,14.43
2026-05-20,600754,锦江酒店,21.62
2026-05-20,600759,ST洲际,2.94
2026-05-20,600762,S*ST金荔,NaN
2026-05-20,600764,中国海防,22.27
2026-05-20,600766,退市园城,NaN
2026-05-20,600767,退市运盛,NaN
2026-05-20,600768,宁波富邦,19.13
2026-05-20,600770,综艺股份,6.97
2026-05-20,600772,S*ST龙昌,NaN
2026-05-20,600773,西藏城投,20.82
2026-05-20,600777,*ST新潮,5.77
2026-05-20,600781,退市辅仁,NaN
2026-05-20,600783,鲁信创投,23.47
2026-05-20,600784,鲁银投资,8.05
2026-05-20,600786,东方锅炉,NaN
2026-05-20,600788,*ST达曼,NaN
2026-05-20,600799,*ST龙科,NaN
2026-05-20,600801,华新建材,18.96
2026-05-20,600803,新奥股份,20.87
2026-05-20,600804,退市鹏博,NaN
2026-05-20,600806,退市昆机,NaN
2026-05-20,600809,山西汾酒,131.46
2026-05-20,600810,神马股份,6.93
2026-05-20,600811,*ST东方,NaN
2026-05-20,600813,ST鞍一工,NaN
2026-05-20,600816,建元信托,3.23
2026-05-20,600818,ST中路,6.53
2026-05-20,600819,耀皮玻璃,7.15
2026-05-20,600820,隧道股份,5.67
2026-05-20,600823,*ST世茂,NaN
2026-05-20,600832,东方明珠,NaN
2026-05-20,600834,申通地铁,8.00
2026-05-20,600835,上海机电,26.34
2026-05-20,600836,*ST易连,NaN
2026-05-20,600837,海通证券,NaN
2026-05-20,600840,新湖创业,NaN
2026-05-20,600841,动力新科,7.91
2026-05-20,600842,中西药业,NaN
2026-05-20,600846,同济科技,12.72
2026-05-20,600847,万里股份,17.72
2026-05-20,600848,上海临港,8.90
2026-05-20,600849,上药转换,NaN
2026-05-20,600850,电科数字,22.50
2026-05-20,600851,海欣股份,7.95
2026-05-20,600852,*ST中川,NaN
2026-05-20,600853,龙建股份,3.97
2026-05-20,600856,退市中天,NaN
2026-05-20,600863,华能蒙电,5.38
2026-05-20,600869,远东股份,22.15
2026-05-20,600870,退市厦华,NaN
2026-05-20,600871,石化油服,2.58
2026-05-20,600872,中炬高新,20.22
2026-05-20,600873,梅花生物,9.62
2026-05-20,600874,创业环保,5.98
2026-05-20,600877,电科芯片,16.63
2026-05-20,600878,*ST北科,NaN
2026-05-20,600882,妙可蓝多,19.21
2026-05-20,600883,博闻科技,9.21
2026-05-20,600884,杉杉股份,15.27
2026-05-20,600885,宏发股份,33.00
2026-05-20,600887,伊利股份,27.12
2026-05-20,600888,新疆众和,9.23
2026-05-20,600889,*ST京化,14.95
2026-05-20,600890,退市中房,NaN
2026-05-20,600891,退市秋林,NaN
2026-05-20,600892,*ST大晟,4.00
2026-05-20,600893,航发动力,47.15
2026-05-20,600895,张江高科,38.15
2026-05-20,600896,退市海医,NaN
2026-05-20,600898,*ST美讯,NaN
2026-05-20,600899,*ST信联,NaN
2026-05-20,600901,江苏金租,6.57
2026-05-20,600903,贵州燃气,9.83
2026-05-20,600906,财达证券,6.32
2026-05-20,600909,华安证券,6.62
2026-05-20,600916,中国黄金,8.29
2026-05-20,600917,重庆燃气,5.62
2026-05-20,600919,江苏银行,11.17
2026-05-20,600925,苏能股份,4.65
2026-05-20,600926,杭州银行,16.19
2026-05-20,600928,西安银行,3.61
2026-05-20,600929,雪天盐业,6.28
2026-05-20,600938,中国海油,37.58
2026-05-20,600955,维远股份,17.98
2026-05-20,600961,株冶集团,27.60
2026-05-20,600962,国投中鲁,27.65
2026-05-20,600963,岳阳林纸,4.35
2026-05-20,600965,*ST福成,3.41
2026-05-20,600966,博汇纸业,6.06
2026-05-20,600968,海油发展,4.22
2026-05-20,600970,中材国际,8.66
2026-05-20,600973,宝胜股份,7.45
2026-05-20,600976,健民集团,30.66
2026-05-20,600977,中国电影,14.68
2026-05-20,600978,*ST宜生,NaN
2026-05-20,600980,北矿科技,22.81
2026-05-20,600983,惠而浦,8.91
2026-05-20,600987,航民股份,6.96
2026-05-20,600990,四创电子,21.62
2026-05-20,600991,广汽长丰,NaN
2026-05-20,600998,九州通,4.88
2026-05-20,600999,招商证券,17.05
2026-05-20,601000,唐山港,4.65
2026-05-20,601001,晋控煤业,17.73
2026-05-20,601006,大秦铁路,5.49
2026-05-20,601009,南京银行,10.98
2026-05-20,601012,隆基绿能,15.35
2026-05-20,601018,宁波港,3.64
2026-05-20,601021,春秋航空,45.59
2026-05-20,601022,宁波远洋,8.55
2026-05-20,601028,玉龙股份,NaN
2026-05-20,601059,信达证券,17.31
2026-05-20,601066,中信建投,22.33
2026-05-20,601068,中铝国际,5.76
2026-05-20,601077,渝农商行,6.88
2026-05-20,601083,锦江航运,11.75
2026-05-20,601088,中国神华,46.00
2026-05-20,601089,福元医药,19.15
2026-05-20,601098,中南传媒,11.33
2026-05-20,601100,恒立液压,112.63
2026-05-20,601112,振石股份,19.41
2026-05-20,601121,宝地矿业,7.09
2026-05-20,601126,四方股份,86.48
2026-05-20,601128,常熟银行,7.20
2026-05-20,601133,柏诚股份,33.30
2026-05-20,601137,博威合金,20.62
2026-05-20,601138,工业富联,68.15
2026-05-20,601139,深圳燃气,6.71
2026-05-20,601155,新城控股,14.38
2026-05-20,601156,东航物流,16.24
2026-05-20,601163,三角轮胎,14.53
2026-05-20,601166,兴业银行,17.33
2026-05-20,601168,西部矿业,30.08
2026-05-20,601169,北京银行,5.14
2026-05-20,601187,厦门银行,7.25
2026-05-20,601188,龙江交通,3.31
2026-05-20,601198,东兴证券,13.60
2026-05-20,601199,江南水务,6.09
2026-05-20,601208,东材科技,51.49
2026-05-20,601211,国泰海通,15.31
2026-05-20,601216,君正集团,5.44
2026-05-20,601225,陕西煤业,24.17
2026-05-20,601229,上海银行,9.08
2026-05-20,601231,环旭电子,39.36
2026-05-20,601233,桐昆股份,19.98
2026-05-20,601236,红塔证券,7.14
2026-05-20,601258,*ST庞大,NaN
2026-05-20,601268,*ST二重,NaN
2026-05-20,601298,青岛港,8.93
2026-05-20,601299,中国北车,NaN
2026-05-20,601311,骆驼股份,9.36
2026-05-20,601318,中国平安,54.11
2026-05-20,601319,中国人保,7.04
2026-05-20,601333,广深铁路,3.07
2026-05-20,601339,百隆东方,8.06
2026-05-20,601375,中原证券,3.98
2026-05-20,601377,兴业证券,5.88
2026-05-20,601388,怡球资源,3.71
2026-05-20,601456,国联民生,9.24
2026-05-20,601518,吉林高速,2.94
2026-05-20,601555,东吴证券,8.11
2026-05-20,601558,退市锐电,NaN
2026-05-20,601566,九牧王,11.98
2026-05-20,601568,北元化工,3.81
2026-05-20,601577,长沙银行,9.22
2026-05-20,601579,会稽山,17.73
2026-05-20,601595,上海电影,22.52
2026-05-20,601598,中国外运,6.28
2026-05-20,601600,中国铝业,11.00
2026-05-20,601601,中国太保,33.42
2026-05-20,601606,长城军工,37.43
2026-05-20,601607,上海医药,16.62
2026-05-20,601609,金田股份,14.40
2026-05-20,601618,中国中冶,2.85
2026-05-20,601628,中国人寿,34.54
2026-05-20,601658,邮储银行,4.91
2026-05-20,601665,齐鲁银行,6.14
2026-05-20,601668,中国建筑,4.84
2026-05-20,601677,明泰铝业,18.33
2026-05-20,601678,滨化股份,6.41
2026-05-20,601686,友发集团,5.39
2026-05-20,601688,华泰证券,18.57
2026-05-20,601696,中银证券,12.06
2026-05-20,601698,中国卫通,33.98
2026-05-20,601702,华峰铝业,19.21
2026-05-20,601727,上海电气,9.07
2026-05-20,601788,光大证券,14.98
2026-05-20,601798,蓝科高新,8.76
2026-05-20,601799,星宇股份,132.85
2026-05-20,601808,中海油服,14.18
2026-05-20,601818,光大银行,3.13
2026-05-20,601828,美凯龙,2.56
2026-05-20,601838,成都银行,18.68
2026-05-20,601857,中国石油,11.63
2026-05-20,601860,紫金银行,2.58
2026-05-20,601869,长飞光纤,397.95
2026-05-20,601872,招商轮船,17.73
2026-05-20,601878,浙商证券,9.55
2026-05-20,601881,中国银河,12.49
2026-05-20,601886,江河集团,9.24
2026-05-20,601888,中国中免,57.81
2026-05-20,601890,亚星锚链,9.95
2026-05-20,601898,中煤能源,17.09
2026-05-20,601900,南方传媒,12.31
2026-05-20,601901,方正证券,6.97
2026-05-20,601916,浙商银行,2.99
2026-05-20,601919,中远海控,14.49
2026-05-20,601921,浙版传媒,7.46
2026-05-20,601928,凤凰传媒,9.13
2026-05-20,601939,建设银行,9.85
2026-05-20,601958,金钼股份,21.03
2026-05-20,601963,重庆银行,11.06
2026-05-20,601969,海南矿业,10.86
2026-05-20,601975,招商南油,5.33
2026-05-20,601989,中国重工,NaN
2026-05-20,601990,南京证券,7.07
2026-05-20,601995,中金公司,34.36
2026-05-20,601996,丰林集团,3.07
